MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|IE(SEM)
01.10.2024 14:00 - 01.10.2024 15:00,101.98,BZN|IE(SEM),
01.10.2024 15:00 - 01.10.2024 16:00,100.65,BZN|IE(SEM),
01.10.2024 16:00 - 01.10.2024 17:00,108.68,BZN|IE(SEM),
01.10.2024 17:00 - 01.10.2024 18:00,135.7,BZN|IE(SEM),
01.10.2024 18:00 - 01.10.2024 19:00,173.4,BZN|IE(SEM),
01.10.2024 19:00 - 01.10.2024 20:00,188,BZN|IE(SEM),
01.10.2024 20:00 - 01.10.2024 21:00,182.8,BZN|IE(SEM),
01.10.2024 21:00 - 01.10.2024 22:00,176.68,BZN|IE(SEM),
01.10.2024 22:00 - 01.10.2024 23:00,132.15,BZN|IE(SEM),
01.10.2024 23:00 - 02.10.2024 00:00,99.92,BZN|IE(SEM),
02.10.2024 00:00 - 02.10.2024 01:00,102.2,BZN|IE(SEM),
02.10.2024 01:00 - 02.10.2024 02:00,95,BZN|IE(SEM),
02.10.2024 02:00 - 02.10.2024 03:00,99.91,BZN|IE(SEM),
02.10.2024 03:00 - 02.10.2024 04:00,99.91,BZN|IE(SEM),
02.10.2024 04:00 - 02.10.2024 05:00,99,BZN|IE(SEM),
02.10.2024 05:00 - 02.10.2024 06:00,95.24,BZN|IE(SEM),
02.10.2024 06:00 - 02.10.2024 07:00,100.77,BZN|IE(SEM),
02.10.2024 07:00 - 02.10.2024 08:00,123.7,BZN|IE(SEM),
02.10.2024 08:00 - 02.10.2024 09:00,175.4,BZN|IE(SEM),
02.10.2024 09:00 - 02.10.2024 10:00,185,BZN|IE(SEM),
02.10.2024 10:00 - 02.10.2024 11:00,185,BZN|IE(SEM),
02.10.2024 11:00 - 02.10.2024 12:00,165,BZN|IE(SEM),
02.10.2024 12:00 - 02.10.2024 13:00,116.9,BZN|IE(SEM),
02.10.2024 13:00 - 02.10.2024 14:00,99.29,BZN|IE(SEM),
02.10.2024 14:00 - 02.10.2024 15:00,95.94,BZN|IE(SEM),
02.10.2024 15:00 - 02.10.2024 16:00,95.94,BZN|IE(SEM),
02.10.2024 16:00 - 02.10.2024 17:00,100.62,BZN|IE(SEM),
02.10.2024 17:00 - 02.10.2024 18:00,125,BZN|IE(SEM),
02.10.2024 18:00 - 02.10.2024 19:00,175.3,BZN|IE(SEM),
02.10.2024 19:00 - 02.10.2024 20:00,187.8,BZN|IE(SEM),
02.10.2024 20:00 - 02.10.2024 21:00,185,BZN|IE(SEM),
02.10.2024 21:00 - 02.10.2024 22:00,162.1,BZN|IE(SEM),
02.10.2024 22:00 - 02.10.2024 23:00,125,BZN|IE(SEM),
02.10.2024 23:00 - 03.10.2024 00:00,99,BZN|IE(SEM),
03.10.2024 00:00 - 03.10.2024 01:00,101.17,BZN|IE(SEM),
03.10.2024 01:00 - 03.10.2024 02:00,97.79,BZN|IE(SEM),
03.10.2024 02:00 - 03.10.2024 03:00,96.66,BZN|IE(SEM),
03.10.2024 03:00 - 03.10.2024 04:00,95,BZN|IE(SEM),
03.10.2024 04:00 - 03.10.2024 05:00,95.24,BZN|IE(SEM),
03.10.2024 05:00 - 03.10.2024 06:00,95.9,BZN|IE(SEM),
03.10.2024 06:00 - 03.10.2024 07:00,97.67,BZN|IE(SEM),
03.10.2024 07:00 - 03.10.2024 08:00,119.1,BZN|IE(SEM),
03.10.2024 08:00 - 03.10.2024 09:00,134.08,BZN|IE(SEM),
03.10.2024 09:00 - 03.10.2024 10:00,140.23,BZN|IE(SEM),
03.10.2024 10:00 - 03.10.2024 11:00,126.58,BZN|IE(SEM),
03.10.2024 11:00 - 03.10.2024 12:00,108.08,BZN|IE(SEM),
03.10.2024 12:00 - 03.10.2024 13:00,92.43,BZN|IE(SEM),
03.10.2024 13:00 - 03.10.2024 14:00,92,BZN|IE(SEM),
03.10.2024 14:00 - 03.10.2024 15:00,89.87,BZN|IE(SEM),
03.10.2024 15:00 - 03.10.2024 16:00,90.1,BZN|IE(SEM),
03.10.2024 16:00 - 03.10.2024 17:00,94.34,BZN|IE(SEM),
03.10.2024 17:00 - 03.10.2024 18:00,103.22,BZN|IE(SEM),
03.10.2024 18:00 - 03.10.2024 19:00,136.34,BZN|IE(SEM),
03.10.2024 19:00 - 03.10.2024 20:00,149.04,BZN|IE(SEM),
03.10.2024 20:00 - 03.10.2024 21:00,139,BZN|IE(SEM),
03.10.2024 21:00 - 03.10.2024 22:00,110.38,BZN|IE(SEM),
03.10.2024 22:00 - 03.10.2024 23:00,101.5,BZN|IE(SEM),
03.10.2024 23:00 - 04.10.2024 00:00,90.04,BZN|IE(SEM),
04.10.2024 00:00 - 04.10.2024 01:00,82.11,BZN|IE(SEM),
04.10.2024 01:00 - 04.10.2024 02:00,78.71,BZN|IE(SEM),
04.10.2024 02:00 - 04.10.2024 03:00,72.35,BZN|IE(SEM),
04.10.2024 03:00 - 04.10.2024 04:00,66.41,BZN|IE(SEM),
04.10.2024 04:00 - 04.10.2024 05:00,55,BZN|IE(SEM),
04.10.2024 05:00 - 04.10.2024 06:00,67.3,BZN|IE(SEM),
04.10.2024 06:00 - 04.10.2024 07:00,79.44,BZN|IE(SEM),
04.10.2024 07:00 - 04.10.2024 08:00,94.01,BZN|IE(SEM),
04.10.2024 08:00 - 04.10.2024 09:00,126.09,BZN|IE(SEM),
04.10.2024 09:00 - 04.10.2024 10:00,126.27,BZN|IE(SEM),
04.10.2024 10:00 - 04.10.2024 11:00,109.39,BZN|IE(SEM),
04.10.2024 11:00 - 04.10.2024 12:00,102.21,BZN|IE(SEM),
04.10.2024 12:00 - 04.10.2024 13:00,95,BZN|IE(SEM),
04.10.2024 13:00 - 04.10.2024 14:00,92.15,BZN|IE(SEM),
04.10.2024 14:00 - 04.10.2024 15:00,89.25,BZN|IE(SEM),
04.10.2024 15:00 - 04.10.2024 16:00,92.26,BZN|IE(SEM),
04.10.2024 16:00 - 04.10.2024 17:00,95.12,BZN|IE(SEM),
04.10.2024 17:00 - 04.10.2024 18:00,108.06,BZN|IE(SEM),
04.10.2024 18:00 - 04.10.2024 19:00,126,BZN|IE(SEM),
04.10.2024 19:00 - 04.10.2024 20:00,144.65,BZN|IE(SEM),
04.10.2024 20:00 - 04.10.2024 21:00,129.98,BZN|IE(SEM),
04.10.2024 21:00 - 04.10.2024 22:00,103.69,BZN|IE(SEM),
04.10.2024 22:00 - 04.10.2024 23:00,96.25,BZN|IE(SEM),
04.10.2024 23:00 - 05.10.2024 00:00,87.78,BZN|IE(SEM),
05.10.2024 00:00 - 05.10.2024 01:00,100.18,BZN|IE(SEM),
05.10.2024 01:00 - 05.10.2024 02:00,90.08,BZN|IE(SEM),
05.10.2024 02:00 - 05.10.2024 03:00,83.89,BZN|IE(SEM),
05.10.2024 03:00 - 05.10.2024 04:00,77.52,BZN|IE(SEM),
05.10.2024 04:00 - 05.10.2024 05:00,69.28,BZN|IE(SEM),
05.10.2024 05:00 - 05.10.2024 06:00,60.76,BZN|IE(SEM),
05.10.2024 06:00 - 05.10.2024 07:00,60.76,BZN|IE(SEM),
05.10.2024 07:00 - 05.10.2024 08:00,77.04,BZN|IE(SEM),
05.10.2024 08:00 - 05.10.2024 09:00,95.3,BZN|IE(SEM),
05.10.2024 09:00 - 05.10.2024 10:00,103.53,BZN|IE(SEM),
05.10.2024 10:00 - 05.10.2024 11:00,98.15,BZN|IE(SEM),
05.10.2024 11:00 - 05.10.2024 12:00,83.75,BZN|IE(SEM),
05.10.2024 12:00 - 05.10.2024 13:00,63,BZN|IE(SEM),
05.10.2024 13:00 - 05.10.2024 14:00,52.61,BZN|IE(SEM),
05.10.2024 14:00 - 05.10.2024 15:00,50.72,BZN|IE(SEM),
05.10.2024 15:00 - 05.10.2024 16:00,53.77,BZN|IE(SEM),
05.10.2024 16:00 - 05.10.2024 17:00,61.7,BZN|IE(SEM),
05.10.2024 17:00 - 05.10.2024 18:00,80.64,BZN|IE(SEM),
05.10.2024 18:00 - 05.10.2024 19:00,110.08,BZN|IE(SEM),
05.10.2024 19:00 - 05.10.2024 20:00,132.08,BZN|IE(SEM),
05.10.2024 20:00 - 05.10.2024 21:00,112.9,BZN|IE(SEM),
05.10.2024 21:00 - 05.10.2024 22:00,93.33,BZN|IE(SEM),
05.10.2024 22:00 - 05.10.2024 23:00,89.6,BZN|IE(SEM),
05.10.2024 23:00 - 06.10.2024 00:00,81,BZN|IE(SEM),
06.10.2024 00:00 - 06.10.2024 01:00,61.51,BZN|IE(SEM),
06.10.2024 01:00 - 06.10.2024 02:00,52.9,BZN|IE(SEM),
06.10.2024 02:00 - 06.10.2024 03:00,58.31,BZN|IE(SEM),
06.10.2024 03:00 - 06.10.2024 04:00,66.61,BZN|IE(SEM),
06.10.2024 04:00 - 06.10.2024 05:00,88.9,BZN|IE(SEM),
06.10.2024 05:00 - 06.10.2024 06:00,110,BZN|IE(SEM),
06.10.2024 06:00 - 06.10.2024 07:00,99.72,BZN|IE(SEM),
06.10.2024 07:00 - 06.10.2024 08:00,115,BZN|IE(SEM),
06.10.2024 08:00 - 06.10.2024 09:00,96.61,BZN|IE(SEM),
06.10.2024 09:00 - 06.10.2024 10:00,97.39,BZN|IE(SEM),
06.10.2024 10:00 - 06.10.2024 11:00,115.37,BZN|IE(SEM),
06.10.2024 11:00 - 06.10.2024 12:00,138.89,BZN|IE(SEM),
06.10.2024 12:00 - 06.10.2024 13:00,129.9,BZN|IE(SEM),
06.10.2024 13:00 - 06.10.2024 14:00,119.3,BZN|IE(SEM),
06.10.2024 14:00 - 06.10.2024 15:00,103.94,BZN|IE(SEM),
06.10.2024 15:00 - 06.10.2024 16:00,105.91,BZN|IE(SEM),
06.10.2024 16:00 - 06.10.2024 17:00,103.53,BZN|IE(SEM),
06.10.2024 17:00 - 06.10.2024 18:00,114.08,BZN|IE(SEM),
06.10.2024 18:00 - 06.10.2024 19:00,131.19,BZN|IE(SEM),
06.10.2024 19:00 - 06.10.2024 20:00,139.31,BZN|IE(SEM),
06.10.2024 20:00 - 06.10.2024 21:00,131.72,BZN|IE(SEM),
06.10.2024 21:00 - 06.10.2024 22:00,111.82,BZN|IE(SEM),
06.10.2024 22:00 - 06.10.2024 23:00,110,BZN|IE(SEM),
06.10.2024 23:00 - 07.10.2024 00:00,96.42,BZN|IE(SEM),
07.10.2024 00:00 - 07.10.2024 01:00,97.62,BZN|IE(SEM),
07.10.2024 01:00 - 07.10.2024 02:00,91.11,BZN|IE(SEM),
07.10.2024 02:00 - 07.10.2024 03:00,91.11,BZN|IE(SEM),
07.10.2024 03:00 - 07.10.2024 04:00,90,BZN|IE(SEM),
07.10.2024 04:00 - 07.10.2024 05:00,90,BZN|IE(SEM),
07.10.2024 05:00 - 07.10.2024 06:00,85.71,BZN|IE(SEM),
07.10.2024 06:00 - 07.10.2024 07:00,92.61,BZN|IE(SEM),
07.10.2024 07:00 - 07.10.2024 08:00,115.51,BZN|IE(SEM),
07.10.2024 08:00 - 07.10.2024 09:00,117.4,BZN|IE(SEM),
07.10.2024 09:00 - 07.10.2024 10:00,136.26,BZN|IE(SEM),
07.10.2024 10:00 - 07.10.2024 11:00,132,BZN|IE(SEM),
07.10.2024 11:00 - 07.10.2024 12:00,119.42,BZN|IE(SEM),
07.10.2024 12:00 - 07.10.2024 13:00,111.87,BZN|IE(SEM),
07.10.2024 13:00 - 07.10.2024 14:00,110,BZN|IE(SEM),
07.10.2024 14:00 - 07.10.2024 15:00,108,BZN|IE(SEM),
07.10.2024 15:00 - 07.10.2024 16:00,110.43,BZN|IE(SEM),
07.10.2024 16:00 - 07.10.2024 17:00,117.1,BZN|IE(SEM),
07.10.2024 17:00 - 07.10.2024 18:00,147.8,BZN|IE(SEM),
07.10.2024 18:00 - 07.10.2024 19:00,200,BZN|IE(SEM),
07.10.2024 19:00 - 07.10.2024 20:00,208.25,BZN|IE(SEM),
07.10.2024 20:00 - 07.10.2024 21:00,206.8,BZN|IE(SEM),
07.10.2024 21:00 - 07.10.2024 22:00,185.89,BZN|IE(SEM),
07.10.2024 22:00 - 07.10.2024 23:00,149.4,BZN|IE(SEM),
07.10.2024 23:00 - 08.10.2024 00:00,113.36,BZN|IE(SEM),
08.10.2024 00:00 - 08.10.2024 01:00,113,BZN|IE(SEM),
08.10.2024 01:00 - 08.10.2024 02:00,109.47,BZN|IE(SEM),
08.10.2024 02:00 - 08.10.2024 03:00,105.94,BZN|IE(SEM),
08.10.2024 03:00 - 08.10.2024 04:00,100.79,BZN|IE(SEM),
08.10.2024 04:00 - 08.10.2024 05:00,98.04,BZN|IE(SEM),
08.10.2024 05:00 - 08.10.2024 06:00,94.75,BZN|IE(SEM),
08.10.2024 06:00 - 08.10.2024 07:00,91.45,BZN|IE(SEM),
08.10.2024 07:00 - 08.10.2024 08:00,113.58,BZN|IE(SEM),
08.10.2024 08:00 - 08.10.2024 09:00,140.02,BZN|IE(SEM),
08.10.2024 09:00 - 08.10.2024 10:00,171.86,BZN|IE(SEM),
08.10.2024 10:00 - 08.10.2024 11:00,183.4,BZN|IE(SEM),
08.10.2024 11:00 - 08.10.2024 12:00,153.83,BZN|IE(SEM),
08.10.2024 12:00 - 08.10.2024 13:00,131.15,BZN|IE(SEM),
08.10.2024 13:00 - 08.10.2024 14:00,131.97,BZN|IE(SEM),
08.10.2024 14:00 - 08.10.2024 15:00,115,BZN|IE(SEM),
08.10.2024 15:00 - 08.10.2024 16:00,105,BZN|IE(SEM),
08.10.2024 16:00 - 08.10.2024 17:00,107,BZN|IE(SEM),
08.10.2024 17:00 - 08.10.2024 18:00,123.98,BZN|IE(SEM),
08.10.2024 18:00 - 08.10.2024 19:00,141.25,BZN|IE(SEM),
08.10.2024 19:00 - 08.10.2024 20:00,152.01,BZN|IE(SEM),
08.10.2024 20:00 - 08.10.2024 21:00,140.01,BZN|IE(SEM),
08.10.2024 21:00 - 08.10.2024 22:00,117,BZN|IE(SEM),
08.10.2024 22:00 - 08.10.2024 23:00,105.35,BZN|IE(SEM),
08.10.2024 23:00 - 09.10.2024 00:00,103,BZN|IE(SEM),
09.10.2024 00:00 - 09.10.2024 01:00,93.83,BZN|IE(SEM),
09.10.2024 01:00 - 09.10.2024 02:00,90.68,BZN|IE(SEM),
09.10.2024 02:00 - 09.10.2024 03:00,87.9,BZN|IE(SEM),
09.10.2024 03:00 - 09.10.2024 04:00,82.16,BZN|IE(SEM),
09.10.2024 04:00 - 09.10.2024 05:00,82.6,BZN|IE(SEM),
09.10.2024 05:00 - 09.10.2024 06:00,77.03,BZN|IE(SEM),
09.10.2024 06:00 - 09.10.2024 07:00,81.96,BZN|IE(SEM),
09.10.2024 07:00 - 09.10.2024 08:00,106.06,BZN|IE(SEM),
09.10.2024 08:00 - 09.10.2024 09:00,112,BZN|IE(SEM),
09.10.2024 09:00 - 09.10.2024 10:00,127.17,BZN|IE(SEM),
09.10.2024 10:00 - 09.10.2024 11:00,126.01,BZN|IE(SEM),
09.10.2024 11:00 - 09.10.2024 12:00,116.24,BZN|IE(SEM),
09.10.2024 12:00 - 09.10.2024 13:00,104,BZN|IE(SEM),
09.10.2024 13:00 - 09.10.2024 14:00,97.16,BZN|IE(SEM),
09.10.2024 14:00 - 09.10.2024 15:00,90.34,BZN|IE(SEM),
09.10.2024 15:00 - 09.10.2024 16:00,90.34,BZN|IE(SEM),
09.10.2024 16:00 - 09.10.2024 17:00,91.9,BZN|IE(SEM),
09.10.2024 17:00 - 09.10.2024 18:00,104.29,BZN|IE(SEM),
09.10.2024 18:00 - 09.10.2024 19:00,127.9,BZN|IE(SEM),
09.10.2024 19:00 - 09.10.2024 20:00,138.55,BZN|IE(SEM),
09.10.2024 20:00 - 09.10.2024 21:00,132.37,BZN|IE(SEM),
09.10.2024 21:00 - 09.10.2024 22:00,119.38,BZN|IE(SEM),
09.10.2024 22:00 - 09.10.2024 23:00,102.69,BZN|IE(SEM),
09.10.2024 23:00 - 10.10.2024 00:00,97.01,BZN|IE(SEM),
10.10.2024 00:00 - 10.10.2024 01:00,81,BZN|IE(SEM),
10.10.2024 01:00 - 10.10.2024 02:00,82.35,BZN|IE(SEM),
10.10.2024 02:00 - 10.10.2024 03:00,80.68,BZN|IE(SEM),
10.10.2024 03:00 - 10.10.2024 04:00,85,BZN|IE(SEM),
10.10.2024 04:00 - 10.10.2024 05:00,86.89,BZN|IE(SEM),
10.10.2024 05:00 - 10.10.2024 06:00,87.71,BZN|IE(SEM),
10.10.2024 06:00 - 10.10.2024 07:00,87.64,BZN|IE(SEM),
10.10.2024 07:00 - 10.10.2024 08:00,102,BZN|IE(SEM),
10.10.2024 08:00 - 10.10.2024 09:00,118,BZN|IE(SEM),
10.10.2024 09:00 - 10.10.2024 10:00,165,BZN|IE(SEM),
10.10.2024 10:00 - 10.10.2024 11:00,170.47,BZN|IE(SEM),
10.10.2024 11:00 - 10.10.2024 12:00,150,BZN|IE(SEM),
10.10.2024 12:00 - 10.10.2024 13:00,120,BZN|IE(SEM),
10.10.2024 13:00 - 10.10.2024 14:00,111.26,BZN|IE(SEM),
10.10.2024 14:00 - 10.10.2024 15:00,104.79,BZN|IE(SEM),
10.10.2024 15:00 - 10.10.2024 16:00,105,BZN|IE(SEM),
10.10.2024 16:00 - 10.10.2024 17:00,111.78,BZN|IE(SEM),
10.10.2024 17:00 - 10.10.2024 18:00,175,BZN|IE(SEM),
10.10.2024 18:00 - 10.10.2024 19:00,230.6,BZN|IE(SEM),
10.10.2024 19:00 - 10.10.2024 20:00,300.4,BZN|IE(SEM),
10.10.2024 20:00 - 10.10.2024 21:00,305.75,BZN|IE(SEM),
10.10.2024 21:00 - 10.10.2024 22:00,290,BZN|IE(SEM),
10.10.2024 22:00 - 10.10.2024 23:00,270.69,BZN|IE(SEM),
10.10.2024 23:00 - 11.10.2024 00:00,138.92,BZN|IE(SEM),
11.10.2024 00:00 - 11.10.2024 01:00,120.29,BZN|IE(SEM),
11.10.2024 01:00 - 11.10.2024 02:00,107.74,BZN|IE(SEM),
11.10.2024 02:00 - 11.10.2024 03:00,101.11,BZN|IE(SEM),
11.10.2024 03:00 - 11.10.2024 04:00,96.09,BZN|IE(SEM),
11.10.2024 04:00 - 11.10.2024 05:00,92.45,BZN|IE(SEM),
11.10.2024 05:00 - 11.10.2024 06:00,91,BZN|IE(SEM),
11.10.2024 06:00 - 11.10.2024 07:00,100.06,BZN|IE(SEM),
11.10.2024 07:00 - 11.10.2024 08:00,122.43,BZN|IE(SEM),
11.10.2024 08:00 - 11.10.2024 09:00,214.21,BZN|IE(SEM),
11.10.2024 09:00 - 11.10.2024 10:00,285,BZN|IE(SEM),
11.10.2024 10:00 - 11.10.2024 11:00,259.58,BZN|IE(SEM),
11.10.2024 11:00 - 11.10.2024 12:00,208.6,BZN|IE(SEM),
11.10.2024 12:00 - 11.10.2024 13:00,160,BZN|IE(SEM),
11.10.2024 13:00 - 11.10.2024 14:00,124.74,BZN|IE(SEM),
11.10.2024 14:00 - 11.10.2024 15:00,101.33,BZN|IE(SEM),
11.10.2024 15:00 - 11.10.2024 16:00,101.59,BZN|IE(SEM),
11.10.2024 16:00 - 11.10.2024 17:00,113.52,BZN|IE(SEM),
11.10.2024 17:00 - 11.10.2024 18:00,160,BZN|IE(SEM),
11.10.2024 18:00 - 11.10.2024 19:00,206.3,BZN|IE(SEM),
11.10.2024 19:00 - 11.10.2024 20:00,230.27,BZN|IE(SEM),
11.10.2024 20:00 - 11.10.2024 21:00,235,BZN|IE(SEM),
11.10.2024 21:00 - 11.10.2024 22:00,180.25,BZN|IE(SEM),
11.10.2024 22:00 - 11.10.2024 23:00,120.82,BZN|IE(SEM),
11.10.2024 23:00 - 12.10.2024 00:00,100.41,BZN|IE(SEM),
12.10.2024 00:00 - 12.10.2024 01:00,105.03,BZN|IE(SEM),
12.10.2024 01:00 - 12.10.2024 02:00,105,BZN|IE(SEM),
12.10.2024 02:00 - 12.10.2024 03:00,100,BZN|IE(SEM),
12.10.2024 03:00 - 12.10.2024 04:00,95.29,BZN|IE(SEM),
12.10.2024 04:00 - 12.10.2024 05:00,91.19,BZN|IE(SEM),
12.10.2024 05:00 - 12.10.2024 06:00,85.62,BZN|IE(SEM),
12.10.2024 06:00 - 12.10.2024 07:00,85.18,BZN|IE(SEM),
12.10.2024 07:00 - 12.10.2024 08:00,93.36,BZN|IE(SEM),
12.10.2024 08:00 - 12.10.2024 09:00,104.7,BZN|IE(SEM),
12.10.2024 09:00 - 12.10.2024 10:00,111.43,BZN|IE(SEM),
12.10.2024 10:00 - 12.10.2024 11:00,117.77,BZN|IE(SEM),
12.10.2024 11:00 - 12.10.2024 12:00,105.45,BZN|IE(SEM),
12.10.2024 12:00 - 12.10.2024 13:00,102.07,BZN|IE(SEM),
12.10.2024 13:00 - 12.10.2024 14:00,92.07,BZN|IE(SEM),
12.10.2024 14:00 - 12.10.2024 15:00,81.71,BZN|IE(SEM),
12.10.2024 15:00 - 12.10.2024 16:00,60.42,BZN|IE(SEM),
12.10.2024 16:00 - 12.10.2024 17:00,69.73,BZN|IE(SEM),
12.10.2024 17:00 - 12.10.2024 18:00,92.67,BZN|IE(SEM),
12.10.2024 18:00 - 12.10.2024 19:00,111.05,BZN|IE(SEM),
12.10.2024 19:00 - 12.10.2024 20:00,138.29,BZN|IE(SEM),
12.10.2024 20:00 - 12.10.2024 21:00,154,BZN|IE(SEM),
12.10.2024 21:00 - 12.10.2024 22:00,147,BZN|IE(SEM),
12.10.2024 22:00 - 12.10.2024 23:00,145.03,BZN|IE(SEM),
12.10.2024 23:00 - 13.10.2024 00:00,142.1,BZN|IE(SEM),
13.10.2024 00:00 - 13.10.2024 01:00,115,BZN|IE(SEM),
13.10.2024 01:00 - 13.10.2024 02:00,111.54,BZN|IE(SEM),
13.10.2024 02:00 - 13.10.2024 03:00,104.54,BZN|IE(SEM),
13.10.2024 03:00 - 13.10.2024 04:00,105,BZN|IE(SEM),
13.10.2024 04:00 - 13.10.2024 05:00,103.63,BZN|IE(SEM),
13.10.2024 05:00 - 13.10.2024 06:00,103,BZN|IE(SEM),
13.10.2024 06:00 - 13.10.2024 07:00,98.3,BZN|IE(SEM),
13.10.2024 07:00 - 13.10.2024 08:00,95,BZN|IE(SEM),
13.10.2024 08:00 - 13.10.2024 09:00,97.68,BZN|IE(SEM),
13.10.2024 09:00 - 13.10.2024 10:00,113.75,BZN|IE(SEM),
13.10.2024 10:00 - 13.10.2024 11:00,125,BZN|IE(SEM),
13.10.2024 11:00 - 13.10.2024 12:00,117.63,BZN|IE(SEM),
13.10.2024 12:00 - 13.10.2024 13:00,108.04,BZN|IE(SEM),
13.10.2024 13:00 - 13.10.2024 14:00,116.15,BZN|IE(SEM),
13.10.2024 14:00 - 13.10.2024 15:00,106.58,BZN|IE(SEM),
13.10.2024 15:00 - 13.10.2024 16:00,108.03,BZN|IE(SEM),
13.10.2024 16:00 - 13.10.2024 17:00,104.96,BZN|IE(SEM),
13.10.2024 17:00 - 13.10.2024 18:00,116.7,BZN|IE(SEM),
13.10.2024 18:00 - 13.10.2024 19:00,150.62,BZN|IE(SEM),
13.10.2024 19:00 - 13.10.2024 20:00,156,BZN|IE(SEM),
13.10.2024 20:00 - 13.10.2024 21:00,141.14,BZN|IE(SEM),
13.10.2024 21:00 - 13.10.2024 22:00,118.55,BZN|IE(SEM),
13.10.2024 22:00 - 13.10.2024 23:00,103.21,BZN|IE(SEM),
13.10.2024 23:00 - 14.10.2024 00:00,99.3,BZN|IE(SEM),
14.10.2024 00:00 - 14.10.2024 01:00,108,BZN|IE(SEM),
14.10.2024 01:00 - 14.10.2024 02:00,101.81,BZN|IE(SEM),
14.10.2024 02:00 - 14.10.2024 03:00,103.3,BZN|IE(SEM),
14.10.2024 03:00 - 14.10.2024 04:00,104,BZN|IE(SEM),
14.10.2024 04:00 - 14.10.2024 05:00,104,BZN|IE(SEM),
14.10.2024 05:00 - 14.10.2024 06:00,104.57,BZN|IE(SEM),
14.10.2024 06:00 - 14.10.2024 07:00,120.88,BZN|IE(SEM),
14.10.2024 07:00 - 14.10.2024 08:00,179.62,BZN|IE(SEM),
14.10.2024 08:00 - 14.10.2024 09:00,203.17,BZN|IE(SEM),
14.10.2024 09:00 - 14.10.2024 10:00,294,BZN|IE(SEM),
14.10.2024 10:00 - 14.10.2024 11:00,269,BZN|IE(SEM),
14.10.2024 11:00 - 14.10.2024 12:00,299,BZN|IE(SEM),
14.10.2024 12:00 - 14.10.2024 13:00,232.57,BZN|IE(SEM),
14.10.2024 13:00 - 14.10.2024 14:00,200,BZN|IE(SEM),
14.10.2024 14:00 - 14.10.2024 15:00,162.22,BZN|IE(SEM),
14.10.2024 15:00 - 14.10.2024 16:00,155.06,BZN|IE(SEM),
14.10.2024 16:00 - 14.10.2024 17:00,160,BZN|IE(SEM),
14.10.2024 17:00 - 14.10.2024 18:00,225,BZN|IE(SEM),
14.10.2024 18:00 - 14.10.2024 19:00,275.89,BZN|IE(SEM),
14.10.2024 19:00 - 14.10.2024 20:00,271.8,BZN|IE(SEM),
14.10.2024 20:00 - 14.10.2024 21:00,187.67,BZN|IE(SEM),
14.10.2024 21:00 - 14.10.2024 22:00,142.37,BZN|IE(SEM),
14.10.2024 22:00 - 14.10.2024 23:00,110.77,BZN|IE(SEM),
14.10.2024 23:00 - 15.10.2024 00:00,106.6,BZN|IE(SEM),
15.10.2024 00:00 - 15.10.2024 01:00,118.5,BZN|IE(SEM),
15.10.2024 01:00 - 15.10.2024 02:00,110.02,BZN|IE(SEM),
15.10.2024 02:00 - 15.10.2024 03:00,101.6,BZN|IE(SEM),
15.10.2024 03:00 - 15.10.2024 04:00,97.42,BZN|IE(SEM),
15.10.2024 04:00 - 15.10.2024 05:00,97.42,BZN|IE(SEM),
15.10.2024 05:00 - 15.10.2024 06:00,96.04,BZN|IE(SEM),
15.10.2024 06:00 - 15.10.2024 07:00,106,BZN|IE(SEM),
15.10.2024 07:00 - 15.10.2024 08:00,123.51,BZN|IE(SEM),
15.10.2024 08:00 - 15.10.2024 09:00,152,BZN|IE(SEM),
15.10.2024 09:00 - 15.10.2024 10:00,135,BZN|IE(SEM),
15.10.2024 10:00 - 15.10.2024 11:00,120.68,BZN|IE(SEM),
15.10.2024 11:00 - 15.10.2024 12:00,102.36,BZN|IE(SEM),
15.10.2024 12:00 - 15.10.2024 13:00,97.82,BZN|IE(SEM),
15.10.2024 13:00 - 15.10.2024 14:00,92.47,BZN|IE(SEM),
15.10.2024 14:00 - 15.10.2024 15:00,88.5,BZN|IE(SEM),
15.10.2024 15:00 - 15.10.2024 16:00,88.5,BZN|IE(SEM),
15.10.2024 16:00 - 15.10.2024 17:00,92,BZN|IE(SEM),
15.10.2024 17:00 - 15.10.2024 18:00,112.55,BZN|IE(SEM),
15.10.2024 18:00 - 15.10.2024 19:00,133.39,BZN|IE(SEM),
15.10.2024 19:00 - 15.10.2024 20:00,128.3,BZN|IE(SEM),
15.10.2024 20:00 - 15.10.2024 21:00,109.14,BZN|IE(SEM),
15.10.2024 21:00 - 15.10.2024 22:00,102.33,BZN|IE(SEM),
15.10.2024 22:00 - 15.10.2024 23:00,95.37,BZN|IE(SEM),
15.10.2024 23:00 - 16.10.2024 00:00,75.65,BZN|IE(SEM),
16.10.2024 00:00 - 16.10.2024 01:00,38.01,BZN|IE(SEM),
16.10.2024 01:00 - 16.10.2024 02:00,25,BZN|IE(SEM),
16.10.2024 02:00 - 16.10.2024 03:00,33,BZN|IE(SEM),
16.10.2024 03:00 - 16.10.2024 04:00,53.4,BZN|IE(SEM),
16.10.2024 04:00 - 16.10.2024 05:00,61.14,BZN|IE(SEM),
16.10.2024 05:00 - 16.10.2024 06:00,65.93,BZN|IE(SEM),
