MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|IE(SEM)
07.08.2024 14:00 - 07.08.2024 15:00,55,BZN|IE(SEM),
07.08.2024 15:00 - 07.08.2024 16:00,55,BZN|IE(SEM),
07.08.2024 16:00 - 07.08.2024 17:00,59.2,BZN|IE(SEM),
07.08.2024 17:00 - 07.08.2024 18:00,72.03,BZN|IE(SEM),
07.08.2024 18:00 - 07.08.2024 19:00,89.55,BZN|IE(SEM),
07.08.2024 19:00 - 07.08.2024 20:00,112.46,BZN|IE(SEM),
07.08.2024 20:00 - 07.08.2024 21:00,133.6,BZN|IE(SEM),
07.08.2024 21:00 - 07.08.2024 22:00,153.98,BZN|IE(SEM),
07.08.2024 22:00 - 07.08.2024 23:00,184,BZN|IE(SEM),
07.08.2024 23:00 - 08.08.2024 00:00,165,BZN|IE(SEM),
08.08.2024 00:00 - 08.08.2024 01:00,133.13,BZN|IE(SEM),
08.08.2024 01:00 - 08.08.2024 02:00,121.7,BZN|IE(SEM),
08.08.2024 02:00 - 08.08.2024 03:00,111.2,BZN|IE(SEM),
08.08.2024 03:00 - 08.08.2024 04:00,107.2,BZN|IE(SEM),
08.08.2024 04:00 - 08.08.2024 05:00,109.8,BZN|IE(SEM),
08.08.2024 05:00 - 08.08.2024 06:00,110,BZN|IE(SEM),
08.08.2024 06:00 - 08.08.2024 07:00,113.7,BZN|IE(SEM),
08.08.2024 07:00 - 08.08.2024 08:00,131.4,BZN|IE(SEM),
08.08.2024 08:00 - 08.08.2024 09:00,164,BZN|IE(SEM),
08.08.2024 09:00 - 08.08.2024 10:00,285,BZN|IE(SEM),
08.08.2024 10:00 - 08.08.2024 11:00,190,BZN|IE(SEM),
08.08.2024 11:00 - 08.08.2024 12:00,161.71,BZN|IE(SEM),
08.08.2024 12:00 - 08.08.2024 13:00,141.63,BZN|IE(SEM),
08.08.2024 13:00 - 08.08.2024 14:00,133.4,BZN|IE(SEM),
08.08.2024 14:00 - 08.08.2024 15:00,151,BZN|IE(SEM),
08.08.2024 15:00 - 08.08.2024 16:00,105,BZN|IE(SEM),
08.08.2024 16:00 - 08.08.2024 17:00,94.11,BZN|IE(SEM),
08.08.2024 17:00 - 08.08.2024 18:00,92.61,BZN|IE(SEM),
08.08.2024 18:00 - 08.08.2024 19:00,95,BZN|IE(SEM),
08.08.2024 19:00 - 08.08.2024 20:00,97.07,BZN|IE(SEM),
08.08.2024 20:00 - 08.08.2024 21:00,95,BZN|IE(SEM),
08.08.2024 21:00 - 08.08.2024 22:00,89.27,BZN|IE(SEM),
08.08.2024 22:00 - 08.08.2024 23:00,94.11,BZN|IE(SEM),
08.08.2024 23:00 - 09.08.2024 00:00,73.6,BZN|IE(SEM),
09.08.2024 00:00 - 09.08.2024 01:00,80.1,BZN|IE(SEM),
09.08.2024 01:00 - 09.08.2024 02:00,56.9,BZN|IE(SEM),
09.08.2024 02:00 - 09.08.2024 03:00,54.84,BZN|IE(SEM),
09.08.2024 03:00 - 09.08.2024 04:00,49.08,BZN|IE(SEM),
09.08.2024 04:00 - 09.08.2024 05:00,29.5,BZN|IE(SEM),
09.08.2024 05:00 - 09.08.2024 06:00,24,BZN|IE(SEM),
09.08.2024 06:00 - 09.08.2024 07:00,28.3,BZN|IE(SEM),
09.08.2024 07:00 - 09.08.2024 08:00,38.79,BZN|IE(SEM),
09.08.2024 08:00 - 09.08.2024 09:00,95,BZN|IE(SEM),
09.08.2024 09:00 - 09.08.2024 10:00,100.41,BZN|IE(SEM),
09.08.2024 10:00 - 09.08.2024 11:00,73.77,BZN|IE(SEM),
09.08.2024 11:00 - 09.08.2024 12:00,43.43,BZN|IE(SEM),
09.08.2024 12:00 - 09.08.2024 13:00,30,BZN|IE(SEM),
09.08.2024 13:00 - 09.08.2024 14:00,15,BZN|IE(SEM),
09.08.2024 14:00 - 09.08.2024 15:00,14,BZN|IE(SEM),
09.08.2024 15:00 - 09.08.2024 16:00,10,BZN|IE(SEM),
09.08.2024 16:00 - 09.08.2024 17:00,11.61,BZN|IE(SEM),
09.08.2024 17:00 - 09.08.2024 18:00,17.52,BZN|IE(SEM),
09.08.2024 18:00 - 09.08.2024 19:00,49.98,BZN|IE(SEM),
09.08.2024 19:00 - 09.08.2024 20:00,82.3,BZN|IE(SEM),
09.08.2024 20:00 - 09.08.2024 21:00,98.4,BZN|IE(SEM),
09.08.2024 21:00 - 09.08.2024 22:00,111,BZN|IE(SEM),
09.08.2024 22:00 - 09.08.2024 23:00,130.54,BZN|IE(SEM),
09.08.2024 23:00 - 10.08.2024 00:00,130,BZN|IE(SEM),
10.08.2024 00:00 - 10.08.2024 01:00,115,BZN|IE(SEM),
10.08.2024 01:00 - 10.08.2024 02:00,100,BZN|IE(SEM),
10.08.2024 02:00 - 10.08.2024 03:00,101,BZN|IE(SEM),
10.08.2024 03:00 - 10.08.2024 04:00,104.6,BZN|IE(SEM),
10.08.2024 04:00 - 10.08.2024 05:00,104.2,BZN|IE(SEM),
10.08.2024 05:00 - 10.08.2024 06:00,115,BZN|IE(SEM),
10.08.2024 06:00 - 10.08.2024 07:00,119.7,BZN|IE(SEM),
10.08.2024 07:00 - 10.08.2024 08:00,125,BZN|IE(SEM),
10.08.2024 08:00 - 10.08.2024 09:00,144.7,BZN|IE(SEM),
10.08.2024 09:00 - 10.08.2024 10:00,112,BZN|IE(SEM),
10.08.2024 10:00 - 10.08.2024 11:00,104,BZN|IE(SEM),
10.08.2024 11:00 - 10.08.2024 12:00,93.67,BZN|IE(SEM),
10.08.2024 12:00 - 10.08.2024 13:00,92,BZN|IE(SEM),
10.08.2024 13:00 - 10.08.2024 14:00,81,BZN|IE(SEM),
10.08.2024 14:00 - 10.08.2024 15:00,77.1,BZN|IE(SEM),
10.08.2024 15:00 - 10.08.2024 16:00,77.1,BZN|IE(SEM),
10.08.2024 16:00 - 10.08.2024 17:00,80.7,BZN|IE(SEM),
10.08.2024 17:00 - 10.08.2024 18:00,94.59,BZN|IE(SEM),
10.08.2024 18:00 - 10.08.2024 19:00,97.25,BZN|IE(SEM),
10.08.2024 19:00 - 10.08.2024 20:00,128.58,BZN|IE(SEM),
10.08.2024 20:00 - 10.08.2024 21:00,150,BZN|IE(SEM),
10.08.2024 21:00 - 10.08.2024 22:00,168,BZN|IE(SEM),
10.08.2024 22:00 - 10.08.2024 23:00,174.68,BZN|IE(SEM),
10.08.2024 23:00 - 11.08.2024 00:00,185,BZN|IE(SEM),
11.08.2024 00:00 - 11.08.2024 01:00,175,BZN|IE(SEM),
11.08.2024 01:00 - 11.08.2024 02:00,154.51,BZN|IE(SEM),
11.08.2024 02:00 - 11.08.2024 03:00,120.89,BZN|IE(SEM),
11.08.2024 03:00 - 11.08.2024 04:00,108.82,BZN|IE(SEM),
11.08.2024 04:00 - 11.08.2024 05:00,102.3,BZN|IE(SEM),
11.08.2024 05:00 - 11.08.2024 06:00,115,BZN|IE(SEM),
11.08.2024 06:00 - 11.08.2024 07:00,96.98,BZN|IE(SEM),
11.08.2024 07:00 - 11.08.2024 08:00,87.67,BZN|IE(SEM),
11.08.2024 08:00 - 11.08.2024 09:00,93.32,BZN|IE(SEM),
11.08.2024 09:00 - 11.08.2024 10:00,104.2,BZN|IE(SEM),
11.08.2024 10:00 - 11.08.2024 11:00,105.2,BZN|IE(SEM),
11.08.2024 11:00 - 11.08.2024 12:00,103.01,BZN|IE(SEM),
11.08.2024 12:00 - 11.08.2024 13:00,98.35,BZN|IE(SEM),
11.08.2024 13:00 - 11.08.2024 14:00,92.48,BZN|IE(SEM),
11.08.2024 14:00 - 11.08.2024 15:00,88.87,BZN|IE(SEM),
11.08.2024 15:00 - 11.08.2024 16:00,78.67,BZN|IE(SEM),
11.08.2024 16:00 - 11.08.2024 17:00,79.9,BZN|IE(SEM),
11.08.2024 17:00 - 11.08.2024 18:00,88.84,BZN|IE(SEM),
11.08.2024 18:00 - 11.08.2024 19:00,101.38,BZN|IE(SEM),
11.08.2024 19:00 - 11.08.2024 20:00,108.31,BZN|IE(SEM),
11.08.2024 20:00 - 11.08.2024 21:00,110,BZN|IE(SEM),
11.08.2024 21:00 - 11.08.2024 22:00,102.59,BZN|IE(SEM),
11.08.2024 22:00 - 11.08.2024 23:00,95,BZN|IE(SEM),
11.08.2024 23:00 - 12.08.2024 00:00,78.57,BZN|IE(SEM),
12.08.2024 00:00 - 12.08.2024 01:00,50.5,BZN|IE(SEM),
12.08.2024 01:00 - 12.08.2024 02:00,42.05,BZN|IE(SEM),
12.08.2024 02:00 - 12.08.2024 03:00,29,BZN|IE(SEM),
12.08.2024 03:00 - 12.08.2024 04:00,25,BZN|IE(SEM),
12.08.2024 04:00 - 12.08.2024 05:00,25,BZN|IE(SEM),
12.08.2024 05:00 - 12.08.2024 06:00,26.1,BZN|IE(SEM),
12.08.2024 06:00 - 12.08.2024 07:00,38,BZN|IE(SEM),
12.08.2024 07:00 - 12.08.2024 08:00,65.3,BZN|IE(SEM),
12.08.2024 08:00 - 12.08.2024 09:00,92,BZN|IE(SEM),
12.08.2024 09:00 - 12.08.2024 10:00,125,BZN|IE(SEM),
12.08.2024 10:00 - 12.08.2024 11:00,115,BZN|IE(SEM),
12.08.2024 11:00 - 12.08.2024 12:00,98.98,BZN|IE(SEM),
12.08.2024 12:00 - 12.08.2024 13:00,101,BZN|IE(SEM),
12.08.2024 13:00 - 12.08.2024 14:00,120,BZN|IE(SEM),
12.08.2024 14:00 - 12.08.2024 15:00,115,BZN|IE(SEM),
12.08.2024 15:00 - 12.08.2024 16:00,112.33,BZN|IE(SEM),
12.08.2024 16:00 - 12.08.2024 17:00,115,BZN|IE(SEM),
12.08.2024 17:00 - 12.08.2024 18:00,135,BZN|IE(SEM),
12.08.2024 18:00 - 12.08.2024 19:00,138.9,BZN|IE(SEM),
12.08.2024 19:00 - 12.08.2024 20:00,146.98,BZN|IE(SEM),
12.08.2024 20:00 - 12.08.2024 21:00,155,BZN|IE(SEM),
12.08.2024 21:00 - 12.08.2024 22:00,155,BZN|IE(SEM),
12.08.2024 22:00 - 12.08.2024 23:00,140,BZN|IE(SEM),
12.08.2024 23:00 - 13.08.2024 00:00,118.8,BZN|IE(SEM),
13.08.2024 00:00 - 13.08.2024 01:00,94.68,BZN|IE(SEM),
13.08.2024 01:00 - 13.08.2024 02:00,78.01,BZN|IE(SEM),
13.08.2024 02:00 - 13.08.2024 03:00,67.17,BZN|IE(SEM),
13.08.2024 03:00 - 13.08.2024 04:00,64.1,BZN|IE(SEM),
13.08.2024 04:00 - 13.08.2024 05:00,64.67,BZN|IE(SEM),
13.08.2024 05:00 - 13.08.2024 06:00,71.33,BZN|IE(SEM),
13.08.2024 06:00 - 13.08.2024 07:00,82,BZN|IE(SEM),
13.08.2024 07:00 - 13.08.2024 08:00,102.9,BZN|IE(SEM),
13.08.2024 08:00 - 13.08.2024 09:00,116.17,BZN|IE(SEM),
13.08.2024 09:00 - 13.08.2024 10:00,128.62,BZN|IE(SEM),
13.08.2024 10:00 - 13.08.2024 11:00,115,BZN|IE(SEM),
13.08.2024 11:00 - 13.08.2024 12:00,92,BZN|IE(SEM),
13.08.2024 12:00 - 13.08.2024 13:00,83.44,BZN|IE(SEM),
13.08.2024 13:00 - 13.08.2024 14:00,82,BZN|IE(SEM),
13.08.2024 14:00 - 13.08.2024 15:00,82,BZN|IE(SEM),
13.08.2024 15:00 - 13.08.2024 16:00,82,BZN|IE(SEM),
13.08.2024 16:00 - 13.08.2024 17:00,99,BZN|IE(SEM),
13.08.2024 17:00 - 13.08.2024 18:00,125,BZN|IE(SEM),
13.08.2024 18:00 - 13.08.2024 19:00,110.27,BZN|IE(SEM),
13.08.2024 19:00 - 13.08.2024 20:00,128.87,BZN|IE(SEM),
13.08.2024 20:00 - 13.08.2024 21:00,156.65,BZN|IE(SEM),
13.08.2024 21:00 - 13.08.2024 22:00,210.47,BZN|IE(SEM),
13.08.2024 22:00 - 13.08.2024 23:00,296,BZN|IE(SEM),
13.08.2024 23:00 - 14.08.2024 00:00,226.84,BZN|IE(SEM),
14.08.2024 00:00 - 14.08.2024 01:00,126.03,BZN|IE(SEM),
14.08.2024 01:00 - 14.08.2024 02:00,122.05,BZN|IE(SEM),
14.08.2024 02:00 - 14.08.2024 03:00,104.49,BZN|IE(SEM),
14.08.2024 03:00 - 14.08.2024 04:00,120.01,BZN|IE(SEM),
14.08.2024 04:00 - 14.08.2024 05:00,120,BZN|IE(SEM),
14.08.2024 05:00 - 14.08.2024 06:00,120.01,BZN|IE(SEM),
14.08.2024 06:00 - 14.08.2024 07:00,119.32,BZN|IE(SEM),
14.08.2024 07:00 - 14.08.2024 08:00,132,BZN|IE(SEM),
14.08.2024 08:00 - 14.08.2024 09:00,180,BZN|IE(SEM),
14.08.2024 09:00 - 14.08.2024 10:00,200,BZN|IE(SEM),
14.08.2024 10:00 - 14.08.2024 11:00,170.7,BZN|IE(SEM),
14.08.2024 11:00 - 14.08.2024 12:00,118.47,BZN|IE(SEM),
14.08.2024 12:00 - 14.08.2024 13:00,100.7,BZN|IE(SEM),
14.08.2024 13:00 - 14.08.2024 14:00,92,BZN|IE(SEM),
14.08.2024 14:00 - 14.08.2024 15:00,83,BZN|IE(SEM),
14.08.2024 15:00 - 14.08.2024 16:00,80.9,BZN|IE(SEM),
14.08.2024 16:00 - 14.08.2024 17:00,79.93,BZN|IE(SEM),
14.08.2024 17:00 - 14.08.2024 18:00,80.9,BZN|IE(SEM),
14.08.2024 18:00 - 14.08.2024 19:00,92.06,BZN|IE(SEM),
14.08.2024 19:00 - 14.08.2024 20:00,102.93,BZN|IE(SEM),
14.08.2024 20:00 - 14.08.2024 21:00,104.52,BZN|IE(SEM),
14.08.2024 21:00 - 14.08.2024 22:00,100,BZN|IE(SEM),
14.08.2024 22:00 - 14.08.2024 23:00,98.01,BZN|IE(SEM),
14.08.2024 23:00 - 15.08.2024 00:00,91,BZN|IE(SEM),
15.08.2024 00:00 - 15.08.2024 01:00,92,BZN|IE(SEM),
15.08.2024 01:00 - 15.08.2024 02:00,75,BZN|IE(SEM),
15.08.2024 02:00 - 15.08.2024 03:00,68.55,BZN|IE(SEM),
15.08.2024 03:00 - 15.08.2024 04:00,70.03,BZN|IE(SEM),
15.08.2024 04:00 - 15.08.2024 05:00,70,BZN|IE(SEM),
15.08.2024 05:00 - 15.08.2024 06:00,70,BZN|IE(SEM),
15.08.2024 06:00 - 15.08.2024 07:00,72.58,BZN|IE(SEM),
15.08.2024 07:00 - 15.08.2024 08:00,75.5,BZN|IE(SEM),
15.08.2024 08:00 - 15.08.2024 09:00,95,BZN|IE(SEM),
15.08.2024 09:00 - 15.08.2024 10:00,89.55,BZN|IE(SEM),
15.08.2024 10:00 - 15.08.2024 11:00,92.22,BZN|IE(SEM),
15.08.2024 11:00 - 15.08.2024 12:00,99.08,BZN|IE(SEM),
15.08.2024 12:00 - 15.08.2024 13:00,106.87,BZN|IE(SEM),
15.08.2024 13:00 - 15.08.2024 14:00,113.89,BZN|IE(SEM),
15.08.2024 14:00 - 15.08.2024 15:00,107.71,BZN|IE(SEM),
15.08.2024 15:00 - 15.08.2024 16:00,92.22,BZN|IE(SEM),
15.08.2024 16:00 - 15.08.2024 17:00,85,BZN|IE(SEM),
15.08.2024 17:00 - 15.08.2024 18:00,92.22,BZN|IE(SEM),
15.08.2024 18:00 - 15.08.2024 19:00,122.4,BZN|IE(SEM),
15.08.2024 19:00 - 15.08.2024 20:00,129.04,BZN|IE(SEM),
15.08.2024 20:00 - 15.08.2024 21:00,145.2,BZN|IE(SEM),
15.08.2024 21:00 - 15.08.2024 22:00,167.91,BZN|IE(SEM),
15.08.2024 22:00 - 15.08.2024 23:00,180.5,BZN|IE(SEM),
15.08.2024 23:00 - 16.08.2024 00:00,152,BZN|IE(SEM),
16.08.2024 00:00 - 16.08.2024 01:00,121,BZN|IE(SEM),
16.08.2024 01:00 - 16.08.2024 02:00,104.3,BZN|IE(SEM),
16.08.2024 02:00 - 16.08.2024 03:00,95,BZN|IE(SEM),
16.08.2024 03:00 - 16.08.2024 04:00,99,BZN|IE(SEM),
16.08.2024 04:00 - 16.08.2024 05:00,91.58,BZN|IE(SEM),
16.08.2024 05:00 - 16.08.2024 06:00,92.4,BZN|IE(SEM),
16.08.2024 06:00 - 16.08.2024 07:00,90.65,BZN|IE(SEM),
16.08.2024 07:00 - 16.08.2024 08:00,105.15,BZN|IE(SEM),
16.08.2024 08:00 - 16.08.2024 09:00,135,BZN|IE(SEM),
16.08.2024 09:00 - 16.08.2024 10:00,145.7,BZN|IE(SEM),
16.08.2024 10:00 - 16.08.2024 11:00,117,BZN|IE(SEM),
16.08.2024 11:00 - 16.08.2024 12:00,116.5,BZN|IE(SEM),
16.08.2024 12:00 - 16.08.2024 13:00,87.07,BZN|IE(SEM),
16.08.2024 13:00 - 16.08.2024 14:00,76.8,BZN|IE(SEM),
16.08.2024 14:00 - 16.08.2024 15:00,72.61,BZN|IE(SEM),
16.08.2024 15:00 - 16.08.2024 16:00,70,BZN|IE(SEM),
16.08.2024 16:00 - 16.08.2024 17:00,64.67,BZN|IE(SEM),
16.08.2024 17:00 - 16.08.2024 18:00,72.8,BZN|IE(SEM),
16.08.2024 18:00 - 16.08.2024 19:00,90.43,BZN|IE(SEM),
16.08.2024 19:00 - 16.08.2024 20:00,100.45,BZN|IE(SEM),
16.08.2024 20:00 - 16.08.2024 21:00,116.01,BZN|IE(SEM),
16.08.2024 21:00 - 16.08.2024 22:00,122.97,BZN|IE(SEM),
16.08.2024 22:00 - 16.08.2024 23:00,140,BZN|IE(SEM),
16.08.2024 23:00 - 17.08.2024 00:00,115.3,BZN|IE(SEM),
17.08.2024 00:00 - 17.08.2024 01:00,109,BZN|IE(SEM),
17.08.2024 01:00 - 17.08.2024 02:00,110,BZN|IE(SEM),
17.08.2024 02:00 - 17.08.2024 03:00,96.69,BZN|IE(SEM),
17.08.2024 03:00 - 17.08.2024 04:00,95.47,BZN|IE(SEM),
17.08.2024 04:00 - 17.08.2024 05:00,99,BZN|IE(SEM),
17.08.2024 05:00 - 17.08.2024 06:00,100.16,BZN|IE(SEM),
17.08.2024 06:00 - 17.08.2024 07:00,106.37,BZN|IE(SEM),
17.08.2024 07:00 - 17.08.2024 08:00,113.3,BZN|IE(SEM),
17.08.2024 08:00 - 17.08.2024 09:00,114.77,BZN|IE(SEM),
17.08.2024 09:00 - 17.08.2024 10:00,120,BZN|IE(SEM),
17.08.2024 10:00 - 17.08.2024 11:00,96.17,BZN|IE(SEM),
17.08.2024 11:00 - 17.08.2024 12:00,81.33,BZN|IE(SEM),
17.08.2024 12:00 - 17.08.2024 13:00,80.9,BZN|IE(SEM),
17.08.2024 13:00 - 17.08.2024 14:00,81,BZN|IE(SEM),
17.08.2024 14:00 - 17.08.2024 15:00,77.1,BZN|IE(SEM),
17.08.2024 15:00 - 17.08.2024 16:00,72.82,BZN|IE(SEM),
17.08.2024 16:00 - 17.08.2024 17:00,72.82,BZN|IE(SEM),
17.08.2024 17:00 - 17.08.2024 18:00,77.1,BZN|IE(SEM),
17.08.2024 18:00 - 17.08.2024 19:00,93.37,BZN|IE(SEM),
17.08.2024 19:00 - 17.08.2024 20:00,103.9,BZN|IE(SEM),
17.08.2024 20:00 - 17.08.2024 21:00,118.01,BZN|IE(SEM),
17.08.2024 21:00 - 17.08.2024 22:00,122.78,BZN|IE(SEM),
17.08.2024 22:00 - 17.08.2024 23:00,125.51,BZN|IE(SEM),
17.08.2024 23:00 - 18.08.2024 00:00,110,BZN|IE(SEM),
18.08.2024 00:00 - 18.08.2024 01:00,99.49,BZN|IE(SEM),
18.08.2024 01:00 - 18.08.2024 02:00,91.6,BZN|IE(SEM),
18.08.2024 02:00 - 18.08.2024 03:00,85.4,BZN|IE(SEM),
18.08.2024 03:00 - 18.08.2024 04:00,81.32,BZN|IE(SEM),
18.08.2024 04:00 - 18.08.2024 05:00,73.77,BZN|IE(SEM),
18.08.2024 05:00 - 18.08.2024 06:00,73.77,BZN|IE(SEM),
18.08.2024 06:00 - 18.08.2024 07:00,82,BZN|IE(SEM),
18.08.2024 07:00 - 18.08.2024 08:00,73.77,BZN|IE(SEM),
18.08.2024 08:00 - 18.08.2024 09:00,85,BZN|IE(SEM),
18.08.2024 09:00 - 18.08.2024 10:00,97.78,BZN|IE(SEM),
18.08.2024 10:00 - 18.08.2024 11:00,81,BZN|IE(SEM),
18.08.2024 11:00 - 18.08.2024 12:00,79.93,BZN|IE(SEM),
18.08.2024 12:00 - 18.08.2024 13:00,85,BZN|IE(SEM),
18.08.2024 13:00 - 18.08.2024 14:00,75,BZN|IE(SEM),
18.08.2024 14:00 - 18.08.2024 15:00,73.77,BZN|IE(SEM),
18.08.2024 15:00 - 18.08.2024 16:00,73.77,BZN|IE(SEM),
18.08.2024 16:00 - 18.08.2024 17:00,81.7,BZN|IE(SEM),
18.08.2024 17:00 - 18.08.2024 18:00,91.91,BZN|IE(SEM),
18.08.2024 18:00 - 18.08.2024 19:00,98.5,BZN|IE(SEM),
18.08.2024 19:00 - 18.08.2024 20:00,117.33,BZN|IE(SEM),
18.08.2024 20:00 - 18.08.2024 21:00,141.9,BZN|IE(SEM),
18.08.2024 21:00 - 18.08.2024 22:00,172.86,BZN|IE(SEM),
18.08.2024 22:00 - 18.08.2024 23:00,187.4,BZN|IE(SEM),
18.08.2024 23:00 - 19.08.2024 00:00,175,BZN|IE(SEM),
19.08.2024 00:00 - 19.08.2024 01:00,143.67,BZN|IE(SEM),
19.08.2024 01:00 - 19.08.2024 02:00,114.77,BZN|IE(SEM),
19.08.2024 02:00 - 19.08.2024 03:00,102.01,BZN|IE(SEM),
19.08.2024 03:00 - 19.08.2024 04:00,96.01,BZN|IE(SEM),
19.08.2024 04:00 - 19.08.2024 05:00,94.01,BZN|IE(SEM),
19.08.2024 05:00 - 19.08.2024 06:00,92.31,BZN|IE(SEM),
19.08.2024 06:00 - 19.08.2024 07:00,97.5,BZN|IE(SEM),
19.08.2024 07:00 - 19.08.2024 08:00,108.1,BZN|IE(SEM),
19.08.2024 08:00 - 19.08.2024 09:00,122.48,BZN|IE(SEM),
19.08.2024 09:00 - 19.08.2024 10:00,124.02,BZN|IE(SEM),
19.08.2024 10:00 - 19.08.2024 11:00,116.98,BZN|IE(SEM),
19.08.2024 11:00 - 19.08.2024 12:00,128.41,BZN|IE(SEM),
19.08.2024 12:00 - 19.08.2024 13:00,120,BZN|IE(SEM),
19.08.2024 13:00 - 19.08.2024 14:00,101,BZN|IE(SEM),
19.08.2024 14:00 - 19.08.2024 15:00,95.01,BZN|IE(SEM),
19.08.2024 15:00 - 19.08.2024 16:00,95.59,BZN|IE(SEM),
19.08.2024 16:00 - 19.08.2024 17:00,109.74,BZN|IE(SEM),
19.08.2024 17:00 - 19.08.2024 18:00,126.53,BZN|IE(SEM),
19.08.2024 18:00 - 19.08.2024 19:00,104,BZN|IE(SEM),
19.08.2024 19:00 - 19.08.2024 20:00,115,BZN|IE(SEM),
19.08.2024 20:00 - 19.08.2024 21:00,114.22,BZN|IE(SEM),
19.08.2024 21:00 - 19.08.2024 22:00,112.54,BZN|IE(SEM),
19.08.2024 22:00 - 19.08.2024 23:00,104,BZN|IE(SEM),
19.08.2024 23:00 - 20.08.2024 00:00,91,BZN|IE(SEM),
20.08.2024 00:00 - 20.08.2024 01:00,82.64,BZN|IE(SEM),
20.08.2024 01:00 - 20.08.2024 02:00,77.72,BZN|IE(SEM),
20.08.2024 02:00 - 20.08.2024 03:00,77.72,BZN|IE(SEM),
20.08.2024 03:00 - 20.08.2024 04:00,77.72,BZN|IE(SEM),
20.08.2024 04:00 - 20.08.2024 05:00,79,BZN|IE(SEM),
20.08.2024 05:00 - 20.08.2024 06:00,77.72,BZN|IE(SEM),
20.08.2024 06:00 - 20.08.2024 07:00,77.72,BZN|IE(SEM),
20.08.2024 07:00 - 20.08.2024 08:00,109.29,BZN|IE(SEM),
20.08.2024 08:00 - 20.08.2024 09:00,138.41,BZN|IE(SEM),
20.08.2024 09:00 - 20.08.2024 10:00,127.9,BZN|IE(SEM),
20.08.2024 10:00 - 20.08.2024 11:00,98.17,BZN|IE(SEM),
20.08.2024 11:00 - 20.08.2024 12:00,72.25,BZN|IE(SEM),
20.08.2024 12:00 - 20.08.2024 13:00,57.45,BZN|IE(SEM),
20.08.2024 13:00 - 20.08.2024 14:00,45,BZN|IE(SEM),
20.08.2024 14:00 - 20.08.2024 15:00,35,BZN|IE(SEM),
20.08.2024 15:00 - 20.08.2024 16:00,32.28,BZN|IE(SEM),
20.08.2024 16:00 - 20.08.2024 17:00,39.69,BZN|IE(SEM),
20.08.2024 17:00 - 20.08.2024 18:00,50.67,BZN|IE(SEM),
20.08.2024 18:00 - 20.08.2024 19:00,77.72,BZN|IE(SEM),
20.08.2024 19:00 - 20.08.2024 20:00,98.88,BZN|IE(SEM),
20.08.2024 20:00 - 20.08.2024 21:00,112.5,BZN|IE(SEM),
20.08.2024 21:00 - 20.08.2024 22:00,115.18,BZN|IE(SEM),
20.08.2024 22:00 - 20.08.2024 23:00,111.55,BZN|IE(SEM),
20.08.2024 23:00 - 21.08.2024 00:00,90.96,BZN|IE(SEM),
21.08.2024 00:00 - 21.08.2024 01:00,130,BZN|IE(SEM),
21.08.2024 01:00 - 21.08.2024 02:00,121.2,BZN|IE(SEM),
21.08.2024 02:00 - 21.08.2024 03:00,127.9,BZN|IE(SEM),
21.08.2024 03:00 - 21.08.2024 04:00,125.56,BZN|IE(SEM),
21.08.2024 04:00 - 21.08.2024 05:00,115,BZN|IE(SEM),
21.08.2024 05:00 - 21.08.2024 06:00,111.5,BZN|IE(SEM),
21.08.2024 06:00 - 21.08.2024 07:00,112,BZN|IE(SEM),
21.08.2024 07:00 - 21.08.2024 08:00,130,BZN|IE(SEM),
21.08.2024 08:00 - 21.08.2024 09:00,186.3,BZN|IE(SEM),
21.08.2024 09:00 - 21.08.2024 10:00,167.38,BZN|IE(SEM),
21.08.2024 10:00 - 21.08.2024 11:00,126.97,BZN|IE(SEM),
21.08.2024 11:00 - 21.08.2024 12:00,85.2,BZN|IE(SEM),
21.08.2024 12:00 - 21.08.2024 13:00,55.9,BZN|IE(SEM),
21.08.2024 13:00 - 21.08.2024 14:00,45,BZN|IE(SEM),
21.08.2024 14:00 - 21.08.2024 15:00,25,BZN|IE(SEM),
21.08.2024 15:00 - 21.08.2024 16:00,24.27,BZN|IE(SEM),
21.08.2024 16:00 - 21.08.2024 17:00,24,BZN|IE(SEM),
21.08.2024 17:00 - 21.08.2024 18:00,35.48,BZN|IE(SEM),
21.08.2024 18:00 - 21.08.2024 19:00,76.96,BZN|IE(SEM),
21.08.2024 19:00 - 21.08.2024 20:00,97.4,BZN|IE(SEM),
21.08.2024 20:00 - 21.08.2024 21:00,101.97,BZN|IE(SEM),
21.08.2024 21:00 - 21.08.2024 22:00,98.08,BZN|IE(SEM),
21.08.2024 22:00 - 21.08.2024 23:00,89,BZN|IE(SEM),
21.08.2024 23:00 - 22.08.2024 00:00,58.68,BZN|IE(SEM),
22.08.2024 00:00 - 22.08.2024 01:00,23.43,BZN|IE(SEM),
22.08.2024 01:00 - 22.08.2024 02:00,4.05,BZN|IE(SEM),
22.08.2024 02:00 - 22.08.2024 03:00,0,BZN|IE(SEM),
22.08.2024 03:00 - 22.08.2024 04:00,-3.92,BZN|IE(SEM),
22.08.2024 04:00 - 22.08.2024 05:00,-1,BZN|IE(SEM),
22.08.2024 05:00 - 22.08.2024 06:00,0.7,BZN|IE(SEM),
22.08.2024 06:00 - 22.08.2024 07:00,15,BZN|IE(SEM),
22.08.2024 07:00 - 22.08.2024 08:00,59.7,BZN|IE(SEM),
